"CHART","CU_NAME","STREET","CITY","STATE","ZIP_CODE","CEO-MGR","PHONE","Assets","Loans","NetWorth","ShareGrowth","LoanGrowth","LnsAssets","InvAssets","Members","FullTime"
"67948","RIVER CITY UNITED","1740 Dayton Blvd","Chattanooga","TN","37405","MAYNOR, JUDY","4237562850",10432860.00,3906921.00,10.48,-2.18,-1.16,37.45,59.63,984.00,3.00
"68092","ROHM AND HAAS EMPLOYEES","500 North 21st Street","Knoxville","TN","37921","JOHNSON, JANICE","8656373668",15717891.00,1301138.00,36.15,-.63,-7.63,8.28,89.91,521.00,1.00
"989","SEARS","P O Box 34847","Bartlett","TN","38184 - 0847","WEBB, AMY","9016825626",28394687.00,9434029.00,17.64,-.40,18.70,33.22,57.40,2293.00,8.00
"6370","SECURTRUST","6555 Quince Road, Ste 307","Memphis","TN","38119","RUSHING, MARTHA","9017512097",12968864.00,9807803.00,20.98,6.48,6.55,75.63,22.01,1600.00,5.00
"23060","SEVIER COUNTY SCHOOLS","164 N HENDERSON AVE STE B","SEVIERVILLE","TN","37862","LOVEDAY, BAMBI","8654284426",6959096.00,3277514.00,19.14,13.80,-7.65,47.10,50.82,1291.00,2.00
"14733","SHELBY COUNTY","150 WASHINGTON AVE","MEMPHIS","TN","38103","WINKLER, LINDA","9012221900",50340703.00,23255264.00,16.28,4.75,2.50,46.20,50.27,10010.00,22.00
"67755","SMITH & NEPHEW EMPLOYEES","1450 E Brooks Rd","Memphis","TN","38116","LITTLE, MATTIE","9013996418",8781020.00,3135880.00,15.55,.67,-3.89,35.71,62.07,1505.00,3.00
"68599","SOUTHEAST FINANCIAL","220 South Royal Oaks","Franklin","TN","37064","JACOWAY, JOHN","6154655400",434565532.00,319161167.00,8.67,7.66,-3.15,73.44,20.43,64495.00,157.00
"66980","SOUTHERN","P.O. Box 3490","Chattanooga","TN","37404","BEALE, CINDY","4236292578",20504867.00,11019481.00,13.16,-.73,.96,53.74,42.82,3092.00,8.00
"5974","SOUTHERN SECURITY","PO Box 22365","Memphis","TN","38122","GRAETER, DAWN","9014527900",102514959.00,33918017.00,10.23,2.93,-2.83,33.09,59.83,16889.00,45.00
"68071","ST. THOMAS","4230 Harding Pike Ste 103","Nashville","TN","37205","COLEMAN, MARY","6152927828",23031669.00,15415821.00,8.49,36.77,20.63,66.93,26.24,3181.00,10.00
"617","TENN-AM WATER CO.","4827 HWY 58 N, SUITE B","CHATTANOOGA","TN","37416","RICE, SANDRA","4238558466",4192937.00,2185633.00,18.21,-9.09,-4.15,52.13,49.21,557.00,.00
"67971","TENNESSEE DEPARTMENT OF SAFETY","1150 Foster Ave","Nashville","TN","37243","AKINS, CATHY","6152515145",7892367.00,4443181.00,20.82,-.20,2.64,56.30,43.02,1432.00,2.00
"68101","TENNESSEE EMPLOYEES","P.O. Box 198617","Nashville","TN","37219 - 8617","BROOKS, SHERRIE","6153135585",17037565.00,8144862.00,13.65,4.12,2.39,47.81,50.18,3135.00,5.00
"5318","TENNESSEE MEMBERS 1ST","PO Box 6828","Oak Ridge","TN","37831","LAGANKE, ROBERT","8654824343",95426788.00,52679168.00,10.25,3.26,-10.75,55.20,39.79,6493.00,28.00
"14333","TENNESSEE RIVER","P O BOX 91","COUNCE","TN","38326","ROBERTS, WANDA","7316893042",18527221.00,9533619.00,21.71,1.10,-2.34,51.46,43.07,1771.00,4.00
"1520","TENNESSEE VALLEY","715 Market St","Chattanooga","TN","37402","STRICKLAND, BLAKE","4236343600",845242929.00,420368275.00,11.36,15.15,15.85,49.73,44.46,91814.00,231.00
"66886","THE TENNESSEE CREDIT UNION","1400 8TH AVENUE SOUTH","NASHVILLE","TN","37203","MARTIN, MICHAEL","6152441910",247482461.00,123320148.00,10.59,8.04,-1.64,49.83,44.85,23706.00,81.00
"68093","TIMES FREE PRESS","400 East 11th St","Chattanooga","TN","37403","KELLEY, JANICE","4237576259",2414701.00,1374053.00,25.23,-8.43,-12.52,56.90,43.02,430.00,1.00
"24629","TRUST","2186 Northgate Park Lane","Chattanooga","TN","37415","SMART, DAVID","4238707610",41239261.00,27467292.00,9.33,5.06,15.94,66.60,25.99,5181.00,20.00
"6667","TSU","3500 JOHN MERRITT BLVD.","NASHVILLE","TN","37209","GLOVER, JAMES","6159635941",1237327.00,811822.00,15.71,7.71,-17.50,65.61,40.94,395.00,1.00
"16520","TVA ALLEN STEAM PLANT","2574 Plant Road","Memphis","TN","38109","SNAVELY, TERRIE","9017898427",2868068.00,941918.00,18.69,2.02,6.37,32.84,66.50,320.00,1.00
"68145","U. S. T. C. EMPLOYEES","PO Box 331908","Nashville","TN","37203 - 7510","KIRBY, JEWELL","6158804799",2086013.00,1039814.00,9.53,15.49,27.42,49.85,47.85,345.00,.00
"19448","U. T.","P.O. Box 51848","Knoxville","TN","37950","JONES, DEBBIE","8659711971",196267958.00,126764120.00,7.91,11.95,10.42,64.59,28.66,22345.00,71.00
"4714","UNITED SOUTHEAST","1545 BLUFF CITY HIGHWAY","BRISTOL","TN","37620","JONES, JANICE","4239892100",146669014.00,89163154.00,11.75,2.41,.84,60.79,32.70,16609.00,50.00
"832","UPPER CUMBERLAND","PO BOX 529","CROSSVILLE","TN","38557","COOPER, DENISE","9314849433",27522405.00,18959060.00,8.25,9.59,7.83,68.89,17.58,4904.00,14.00
"67608","UPS EMPLOYEES","1814 E Brooks Rd","Memphis","TN","38116","LANGSTON, SARAH","9013962132",13392499.00,6019240.00,22.32,5.87,3.83,44.94,49.80,2844.00,6.00
"67720","US COMMUNITY","PO Box 140570","Nashville","TN","37214","JOHNSON, PAUL","6152568712",140615607.00,79081762.00,14.31,7.73,5.06,56.24,30.91,20857.00,83.00
"68119","VANDERBILT UNIVERSITY EMPLOYEES","P. O. Box 128426","Nashville","TN","37212","BITTLE, MICHAEL","6159360300",25633579.00,16555830.00,12.31,15.24,5.15,64.59,33.22,7132.00,8.00
"11318","VELSICOL","PO Box 22711","Memphis","TN","38122","SNAVELY, TERRIE","9013200287",1174884.00,154958.00,17.62,-9.06,-32.91,13.19,85.63,73.00,.00
"21354","VERITAS","PO Box 681059","Franklin","TN","37068","CROWL, TERI","8773446328",30511160.00,24029531.00,9.51,-4.88,-4.97,78.76,19.35,5010.00,10.00
"17573","VESTAL EMPLOYEES","695 HWY. 68, SUITE D","SWEETWATER","TN","37874","HICKEY, PEGGY","4233373745",245360.00,44919.00,11.52,-11.86,-52.50,18.31,81.27,93.00,.00
"68054","VOLUNTEER CORPORATE","2460 ATRIUM WAY","NASHVILLE","TN","37214","VEACH, ALBERT P","6152327900",1212770016.00,432550.00,4.93,-16.42,-83.03,.04,93.26,231.00,63.00
"68153","WCG EMPLOYEES","PO BOX 282","MARTIN","TN","38237","BREWER, THOMAS","7315879521",928083.00,350133.00,18.14,3.00,-8.92,37.73,61.81,285.00,1.00
"67757","WILLIS CREDIT UNION","26 Century Boulevard, Suite 3","Nashville","TN","37214 - 3695","MCKEEVER, MICHAEL","6158726380",9830212.00,7239473.00,13.33,-11.72,16.61,73.65,24.91,2611.00,3.00
"8922","WILTRUCO EMPLOYEES","3904 CENTRAL PK","HERMITAGE","TN","37076","ANDERSON, CONNIE","6158834019",16531132.00,7899284.00,14.31,6.19,7.27,47.78,45.29,1687.00,5.00
"6775","Y-12","501 LAFAYETTE DRIVE","OAK RIDGE","TN","37831","HILTON, THOMAS","8654821043",606242507.00,438069013.00,9.72,10.81,12.00,72.26,21.10,74071.00,229.00
"8715","1ST COMMUNITY","3505 WILDEWOOD DR","SAN ANGELO","TX","76904","NIKOLAUK, BILL","3256531465",190977891.00,123596505.00,9.00,10.29,-2.77,64.72,29.20,21513.00,79.00
"67483","1ST UNIVERSITY","605 S University Parks Dr","Waco","TX","76706","PARKER, GARY","2547522797",12102585.00,7623062.00,6.99,1.71,-8.21,62.99,27.85,2637.00,5.00
"6178","A+","PO Box 14867","Austin","TX","78761 - 4867","PARKER, KERRY","5123026800",905730036.00,537960533.00,8.43,10.68,7.79,59.40,31.56,96144.00,259.00
"18292","AAFES","PO Box 210708","Dallas","TX","75211","GIBSON, CHERYL","2143370090",84434751.00,27219375.00,13.66,3.87,7.99,32.24,55.31,7434.00,22.00
"6503","ABILENE","810 North 6th Street","Abilene","TX","79601","CUNNINGHAM, BARBARA","3256772918",19129049.00,10766072.00,16.89,4.24,-4.99,56.28,41.78,3138.00,6.00
"6743","ABILENE TEACHERS","PO Box 5706","Abilene","TX","79608","BOYD, JAMES","3256772274",333086365.00,216751934.00,13.07,12.82,9.34,65.07,29.58,35516.00,110.00
"8038","ABILENE TELCO","718 Cedar St","Abilene","TX","79601","PARDEE, DANA","3256735222",4692949.00,2572546.00,5.00,-9.91,-19.13,54.82,43.92,948.00,2.00
"67178","ACCESS COMMUNITY","PO Box 7407","Amarillo","TX","79114","WATSON, KEITH","8063539999",84999998.00,55660509.00,15.73,-.17,11.71,65.48,29.09,10327.00,31.00
"67446","ACU","#119 Hardin Admin Bldg, ACU Box 280","Abilene","TX","79699-0001","HARDIN, LYCIA","3256742486",6344959.00,3787265.00,14.34,15.40,.82,59.69,37.82,1070.00,1.00
"67487","ADA EMPLOYEES","PO Box 2248","Houston","TX","77252 - 2248","ANDERSON, JUDITH","7138644438",2611961.00,1062613.00,11.74,-6.72,-11.68,40.68,58.57,359.00,.00
"2285","ADVANCIAL","1845 Woodall Rodgers Fwy Ste 1300","Dallas","TX","75201-2260","SHEFFIELD, BRENT","8003222709",987156991.00,593919360.00,7.90,8.58,-3.91,60.16,35.61,72570.00,149.00
"8169","AIR FORCE","1560 CABLE RANCH RD STE 200","SAN ANTONIO","TX","78245","GLENN, ROBERT","2106735610",342423115.00,171651483.00,8.99,4.04,3.75,50.13,42.64,37203.00,138.00
"2995","ALAMO","6577 First Park Ten Blvd.","San Antonio","TX","78213","VILLARONGA, MAX","2105548770",41993505.00,24324975.00,12.06,3.21,-10.19,57.93,36.19,6129.00,22.00
"13655","ALBA-GOLDEN","PO Box 360","Alba","TX","75410","CAUGHRON, DIANE","9037652425",8163029.00,5345055.00,12.02,1.80,7.26,65.48,31.37,1135.00,3.00
"20990","ALCON EMPLOYEES","6201 South Freeway","Fort Worth","TX","76134","SHOLLAR, KIKI","8175518495",33964580.00,9844190.00,15.17,2.57,6.01,28.98,70.02,4010.00,4.00
"10843","ALL SAINTS CATHOLIC","214 N.W. 20th street","Fort Worth","TX","76164","SIFUENTES, JULIA","8176264681",512282.00,235414.00,27.78,-9.95,-16.47,45.95,53.39,190.00,1.00
"3987","ALLIANCE","PO Box 64970","Lubbock","TX","79464 - 4970","ASHLEY, KYLE","8067985554",195797499.00,108216850.00,14.08,6.02,8.47,55.27,38.06,19701.00,56.00
"68392","ALLIED","6110 Pinemont","Houston","TX","77092","HARTNETT, TIMOTHY","7133530460",18513.00,.00,.00,-99.85,-100.00,.00,100.00,1.00,.00
"68010","ALPINE COMMUNITY","111 N 2nd St","Alpine","TX","79830","DE LA O, YOLANDA","4328375156",11674340.00,5335580.00,11.69,13.03,7.12,45.70,52.84,1949.00,4.00
"5168","AMARILLO COMMUNITY","PO BOX 2026","AMARILLO","TX","79105","REYNOLDS, ARNA","8063587561",178213568.00,113285685.00,8.21,8.50,3.95,63.57,30.26,27299.00,69.00
"67639","AMARILLO POSTAL EMPLOYEES","2400 HOBBS ROAD","AMARILLO","TX","79109","LEWTER, JAY","8063542166",12965808.00,6477395.00,18.57,-2.80,6.84,49.96,48.15,1569.00,5.00
"67470","AMERICA'S","PO BOX 469046","GARLAND","TX","75046","WASAFF, JOE","9724945328",160500716.00,83198455.00,14.00,3.76,11.03,51.84,42.14,21358.00,65.00
"23957","AMERICAN AIRLINES","4151 Amon Carter Blvd","Fort Worth","TX","76155","OWENS, ANGIE","8005330035",5912332520.00,2504360263.00,9.00,15.17,-.29,42.36,56.59,232010.00,534.00
"67622","AMERICAN BAPTIST ASSOCIATION","PO Box 26","La Porte","TX","77572 - 0026","LYNCH, SHERI","2818421242",1942539.00,934338.00,8.52,1.59,12.73,48.10,51.95,388.00,1.00
"2441","AMOCO","P O Box 889","Texas City","TX","77592 - 0889","BAILEY, SHAWN","4099488541",564359194.00,311429375.00,9.76,3.39,4.90,55.18,38.35,65827.00,170.00
"3151","AMOCO EAST TEXAS","P O BOX 9755","LONGVIEW","TX","75608","MILLS, JANICE","9037592565",4662761.00,3691794.00,10.28,.01,5.30,79.18,19.02,848.00,2.00
"18304","AMPLIFY","PO Box 85300","Austin","TX","78708","TRYLKO, PAUL","5128365901",565321102.00,448523431.00,8.00,3.82,9.72,79.34,7.69,42968.00,174.00
"9880","ANDERSON COUNTY","P O Box 222","Palestine","TX","75802","PUGH, JUDY","9037296788",15545824.00,5204099.00,15.85,-7.60,-8.76,33.48,60.72,2198.00,7.00
"10739","ANDREWS SCHOOL","PO Box 2049","Andrews","TX","79714 - 2049","PANDO, DOLLIE","4325239837",7162651.00,2449881.00,21.75,.13,1.30,34.20,65.06,887.00,2.00
"67440","ANGELINA COUNTY TEACHERS","P.O.BOX 523","LUFKIN","TX","75902","CHANDLER, GAYLE","9366347922",9142637.00,6040222.00,13.90,9.84,3.84,66.07,31.69,2195.00,3.00
"67489","ANGELINA FEDERAL EMPLOYEES","900 Pershing Ave","Lufkin","TX","75904","DANIEL-KELLEY, CARLA","9366327691",17675043.00,13659291.00,15.58,5.41,3.69,77.28,18.02,2217.00,6.00
"12548","AREA WEST","11666 Katy Fwy","Houston","TX","77043","MCCREA, THERESA","2815961203",273718.00,116612.00,12.27,.51,38.34,42.60,57.50,198.00,.00
"17100","ARLINGTON","200 SE GREEN OAKS BLVD","ARLINGTON","TX","76018","MOTT, PATRICIA","8178564444",67779844.00,27614810.00,6.67,8.50,6.88,40.74,50.54,9906.00,30.00
"60608","ASSOCIATED CREDIT UNION OF TEXAS","PO Box 9004","League City","TX","77574","CLICK, JACK","4099454474",267435625.00,195164199.00,9.25,-7.18,-7.87,72.98,17.01,39087.00,135.00
"17243","ASSUMPTION BEAUMONT","930 BRYAN LN","LUMBERTON","TX","77657","BARTZ, PATRICIA","4097556806",433634.00,244266.00,10.65,10.22,-7.13,56.33,43.56,137.00,.00
"17955","AUSTIN","1900 Woodward St","Austin","TX","78741","MITCHELL, PHILIP","5124446419",30966345.00,14007560.00,6.50,6.70,-1.93,45.23,45.88,3594.00,10.00
"4584","AUSTIN TELCO","8929 Shoal Creek Blvd","Austin","TX","78757","POPLIN, JAMES","5123025555",1213513162.00,356333928.00,8.75,12.06,2.61,29.36,65.61,69831.00,176.00
"13062","B. P. S.","906 W. Corpus Christi St.","Beeville","TX","78102","HENSLEY, SHIRLEY","3613581622",4119045.00,1345347.00,39.03,-7.69,-7.20,32.66,66.44,552.00,1.00
"16271","BAKER HUGHES","PO Box 2188","Houston","TX","77252","LEVIEN, MARK","7139239559",19518634.00,6248598.00,8.16,-.34,-4.06,32.01,59.58,3440.00,8.00
"68358","BAPTIST","5815 IH 10 West","San Antonio","TX","78201","HOLGUIN, NICK","2105250100",28149681.00,19622015.00,10.28,1.09,6.31,69.71,22.60,7970.00,24.00
"15563","BAYCEL","2900 Hamman Road","Bay City","TX","77414","ABSHIER, PAULA","9792443995",36208135.00,21930064.00,16.66,7.05,8.16,60.57,34.82,3440.00,10.00
"67544","BAYLOR HEALTH CARE SYSTEM","4005 Crutcher St Ste 130","Dallas","TX","75246-1780","KOUNS, KARL","2148202342",55544017.00,24321704.00,18.26,10.97,.85,43.79,51.33,6251.00,11.00
"23582","BAYOU CITY","6414 FANNIN STREET G50","HOUSTON","TX","77030","GROTH, RONALD","7137044943",19884173.00,8283956.00,9.33,7.43,-7.09,41.66,52.40,3233.00,9.00
"12892","BCM","1 Baylor Plz Ste 59E, Mail Stop BCM","Houston","TX","77030-3411","BLACK, TONY","7137984820",34787378.00,13717829.00,6.83,6.41,-5.20,39.43,57.87,6507.00,11.00
"6062","BEACON","PO Box 1704","La Porte","TX","77572","MCADOO, JACK","2814711782",120812634.00,66652247.00,8.28,.48,3.01,55.17,38.59,16890.00,47.00
"67574","BEAUMONT COMMUNITY","660 S M L King Jr Pkwy","Beaumont","TX","77701","COOK, VICKI","4098991035",22617535.00,8622967.00,13.18,3.99,1.90,38.13,56.26,3460.00,9.00
"15565","BELTON","PO Box 269","Belton","TX","76513","GREEN, DIANE","2542152025",4177156.00,1936454.00,13.35,28.28,-12.33,46.36,52.97,900.00,2.00
"514","BEN E KEITH COMPANY EMPLOYEES","PO Box 2628","Fort Worth","TX","76113","BARTEK, SUSAN","8178775700",6596516.00,3849041.00,15.34,12.16,9.80,58.35,41.23,1745.00,3.00
"6937","BIG SPRING COMMUNITY","503 East FM 700","Big Spring","TX","79720","BARBER, TAMERA","4322631361",18682392.00,5383284.00,15.66,8.77,-11.93,28.81,63.78,2356.00,8.00
"10577","BIG SPRING EDUCATION EMPLOYEES","PO BOX 1110","BIG SPRING","TX","79721","PARK, LINDA","4322638393",38497434.00,16253730.00,12.34,6.38,-3.84,42.22,52.55,4334.00,15.00
"4078","BIVINS","9309 W. CIG Rd., Suite A","Masterson","TX","79058","LANHAM, KELLI","8069354226",7817340.00,4050973.00,10.97,17.78,7.69,51.82,47.50,790.00,1.00
"6012","BLUE CROSS TEXAS","P.O. Box 833937","Richardson","TX","75083","TRAMMELL, DARRYL","9727666732",34331846.00,9712738.00,13.08,8.33,1.85,28.29,70.52,4196.00,6.00
"67509","BNSF","1619 PECOS ST","AMARILLO","TX","79102","KINSER, SANDRA","8063587109",6867292.00,3170171.00,9.46,-3.80,-16.55,46.16,48.71,1225.00,5.00
"24304","BORDER","PO Box 420728","Del Rio","TX","78842 - 0728","MARTINEZ, MARIA","8307742328",106272890.00,80821993.00,13.42,6.92,7.83,76.05,15.25,21799.00,89.00
"6625","BORGER","1051 N Florida","Borger","TX","79007","JONES, LISA","8062739506",17437633.00,9711810.00,10.59,-1.73,.74,55.69,37.51,2832.00,8.00
"24445","BP","580 Westlake Park Blvd., Suite 150","Houston","TX","77079","COROLLA, ROBERT","2818708000",104344795.00,38052342.00,7.25,1.88,-1.37,36.47,61.43,7305.00,14.00
"67510","BRAZOS COMMUNITY","PO Box 3003","Alvin","TX","77512","MATHEWS, BOBBY","2815813269",13241110.00,7871875.00,28.05,-4.88,-16.93,59.45,37.03,2152.00,5.00
"66353","BRAZOS VALLEY SCHOOLS","PO Box 676","Katy","TX","77494","SIMMONS, JOSEPH","2813912149",573036483.00,171032752.00,8.35,6.97,4.32,29.85,64.92,43524.00,112.00
"5462","BRAZOSPORT TEACHERS","216 Lakeview Dr.","Clute","TX","77531","BUTTERFRAS, DONNA","9792655333",38853669.00,19568526.00,11.08,9.33,-2.96,50.36,46.08,4407.00,9.00
"24463","BRENTWOOD BAPTIST CHURCH","P.O. Box 450206","Houston","TX","77245","ROSEBURE, KAY","7138521459",773532.00,439751.00,7.61,.98,-9.30,56.85,42.57,1005.00,2.00
"13873","BROWNFIELD","201 W Hill St","Brownfield","TX","79316","DUNCAN, RHONDA","8066372751",10735250.00,5359726.00,34.96,1.16,2.04,49.93,45.19,2439.00,4.00
"20392","BROWNSVILLE CITY EMPLOYEES","PO BOX 911","BROWNSVILLE","TX","78522","BARBOSA, AIDA","9565486041",6173220.00,3750851.00,23.14,17.31,3.18,60.76,38.49,1485.00,4.00
"11299","C A S E","11937 US Hwy 271","Tyler","TX","75708","CHRISTIAN, KIM","9038779113",4239134.00,1520215.00,15.83,6.71,-2.35,35.86,60.61,1346.00,2.00
"3833","C-E","7002 FAUNA ST","HOUSTON","TX","77061","WRIGHT, MARK","7136454961",16626506.00,9060482.00,5.62,.56,-10.43,54.49,36.99,3883.00,11.00
"3430","C-T WACO","P.O. Box 20245","Waco","TX","76702","CROSS, TINA","2547722774",6025466.00,4549488.00,11.11,14.48,24.75,75.50,15.28,1352.00,4.00
"67581","CABOT & NOI EMPLOYEES","PO Box 2217","Pampa","TX","79066 - 2217","BENTLEY, JANNA","8066650847",27404184.00,18034072.00,7.96,-5.74,-2.81,65.81,28.92,2970.00,10.00
"18935","CAL-COM","P O Box 1005","Port Lavaca","TX","77979 - 1005","RODRIGUEZ, JESSIE","3615527476",109720037.00,78280876.00,9.90,17.18,2.16,71.35,20.45,15719.00,39.00
"67865","CAPITOL","PO Box 141069","Austin","TX","78714","BOATRIGHT, ANNE","5124779465",117097123.00,46887288.00,6.58,6.66,-14.52,40.04,53.94,13565.00,32.00
"16813","CAPROCK","PO BOX 300","LAMESA","TX","79331","HANSARD, DALE","8068725151",23495292.00,14747528.00,13.71,19.70,6.64,62.77,33.59,3622.00,9.00
"67441","CAPROCK SANTA FE","PO Box 100","Slaton","TX","79364","WRIGHT, ANN MARIE","8068285825",37943644.00,24038222.00,20.01,19.56,-2.15,63.35,34.98,4965.00,12.00
"24838","CATALYST CORPORATE FEDERAL CREDIT U","6801 PARKWOOD BLVD","PLANO","TX","75024","GARNER, KATHY","2147037500",2016677579.00,293369517.00,5.33,9.51,13720.24,14.55,83.00,1213.00,161.00
"67602","CEN TEX MANUFACTURING","P.O. Box 1452","Brownwood","TX","76804","SKELTON, JOY","3256463551",7550919.00,5078677.00,11.56,1.46,4.04,67.26,30.85,1234.00,4.00
"67416","CENTEX CITIZENS","Centex Citizens Credit Union, P. O.","Mexia","TX","76667","MASSEY, JANIS","2545629296",55466951.00,35248594.00,19.35,-5.02,-2.91,63.55,27.49,6786.00,21.00
"67425","CENTRAL TEXAS TEACHERS","PO Box 486","Corsicana","TX","75151","TERRY, JR., GARLON","9038746361",12928829.00,5319295.00,12.64,-2.10,-4.05,41.14,57.59,2589.00,4.00
"7129","CHEMCEL","5740 COUNTY ROAD 4","BISHOP","TX","78343","ENGEL, MICHAEL","3615846246",87992646.00,46947565.00,9.41,13.63,-.05,53.35,39.49,8592.00,28.00
"13591","CHEROKEE COUNTY","P O Box 589","Rusk","TX","75785","DE LEON, KIM","9036832527",29271196.00,14259233.00,19.96,-.37,-17.00,48.71,45.66,3989.00,12.00
"10269","CHEROKEE COUNTY TEACHERS","P O DRAWER A","RUSK","TX","75785","WILCOX, KELLIE","9036832630",10971375.00,6878287.00,16.83,-1.19,19.99,62.69,28.94,2104.00,4.00
"15143","CHOCOLATE BAYOU COMMUNITY","P.O. Box 1694","Alvin","TX","77512 - 1694","DAVIS, GARY","2813312253",84618168.00,47401989.00,9.67,10.69,-12.63,56.02,35.48,17168.00,43.00
"12015","CICOST","PO BOX 264","SHERMAN","TX","75091","SINGLETON, STEPHANIE","9038926089",17561028.00,5479500.00,10.56,20.34,3.59,31.20,59.74,3136.00,11.00
"10170","CITIZENS","P.O. Box 425","Big Spring","TX","79721","WEAVER, JAMES","4322676373",105946147.00,22537768.00,11.50,-.11,-23.14,21.27,73.03,8183.00,36.00
"5665","CITY","901 S LINCOLN ST","AMARILLO","TX","79101 - 3637","SWOPES, WAYNE","8063734313",24514305.00,8369969.00,11.85,5.37,2.77,34.14,62.84,3034.00,9.00
"67669","CITY","7474 Ferguson Rd","Dallas","TX","75228-6543","MOORE, SHARON","2145150100",236914988.00,146972237.00,10.27,7.06,8.86,62.04,30.84,36231.00,112.00
"16061","CITY OF DEER PARK","2005 Center St","Deer Park","TX","77536","LEE, MICHELLE","2814793344",7721729.00,4061073.00,9.76,-10.96,-33.53,52.59,51.99,695.00,3.00
"3710","CITY PUBLIC SERVICE/IBEW","1002 Camden","San Antonio","TX","78215","HYDE, RONALD","2103532376",37257185.00,12388168.00,12.21,1.19,6.58,33.25,64.00,2848.00,8.00
"19962","CITY-COUNTY","PO Box 2213","Pecos","TX","79772-8513","HERRERA, BEA","4324457163",1020970.00,697107.00,19.73,10.19,2.50,68.28,30.60,474.00,1.00
"11164","COASTAL BEND P O","PO Box 1584","Victoria","TX","77902","AITCHISON, MICHELLE","3615724704",14446116.00,6472258.00,13.83,4.95,-18.97,44.80,54.49,1275.00,3.00
"11927","COASTAL COMMUNITY","2302 Church Street","Galveston","TX","77550","GAYLORD, CAROL","4097656067",41967497.00,26817535.00,8.92,2.20,10.41,63.90,27.75,8319.00,20.00
"68482","COASTAL COMMUNITY AND TEACHERS","6810 Saratoga Blvd","Corpus Christi","TX","78414","PRINCE, GINA","3619856810",212671497.00,147829438.00,11.82,15.00,32.97,69.51,22.33,36958.00,86.00
"10328","COASTAL TEACHERS","426 W MAIN ST","PORT LAVACA","TX","77979","COWARD, CLAUDIA","3615521558",4188045.00,2601304.00,10.08,2.95,3.53,62.11,34.27,1070.00,3.00
"60409","COBURN","P.O. Box 2177","Beaumont","TX","77701","NORMAN, DEBRA","4098389957",6864584.00,3035241.00,10.16,-2.64,-11.65,44.22,54.98,845.00,1.00
"14166","COCHRAN COUNTY SCHOOLS","PO BOX 695","MORTON","TX","79346","ARINGTON, EUGENIA","8062665721",3686875.00,2573966.00,11.98,26.25,29.09,69.81,29.90,680.00,1.00
"14350","COMMERCIAL METALS","P.O. Box 1046","Dallas","TX","75221","BOSWORTH, DIANA","2146894319",11862380.00,2570367.00,16.17,-11.20,-3.03,21.67,77.64,2411.00,5.00
"10706","COMMUNITIES OF ABILENE","3661 N 6th St","Abilene","TX","79603","KEPPEL, JUDITH","3256912300",115601183.00,73865082.00,8.08,.62,-.18,63.90,31.32,14092.00,42.00
"68021","COMMUNITY RESOURCE","PO Box 3181","Baytown","TX","77522","FRAZIER, DAVID","2814223611",292266166.00,175816624.00,9.67,4.99,6.08,60.16,30.27,32374.00,106.00
"67974","COMMUNITY SERVICE","P O Box 479","Huntsville","TX","77342","HOOKER, BRENDA","9362953980",74801664.00,36384040.00,9.26,7.10,-1.63,48.64,46.06,8825.00,28.00
"12697","COMPLEX COMMUNITY","3800 E 42nd St, Suite 304","Odessa","TX","79762","BERRIDGE, JASON","4325509126",332059729.00,229639286.00,8.18,21.00,10.21,69.16,24.10,36682.00,111.00
"4684","CONCHO EDUCATORS","PO BOX 60976","SAN ANGELO","TX","76906","MERRILL, JERRY","3259444551",64104534.00,23402630.00,9.51,2.80,-3.55,36.51,56.95,6891.00,27.00
"67473","CONCHO VALLEY","P.O. Box 44","San Angelo","TX","76902","PERRINE, KIMBERLY","3256587557",14794825.00,7243925.00,11.21,1.16,5.44,48.96,45.99,1522.00,6.00
"67576","COOPERATIVE TEACHERS","1424 WSW Loop 323","Tyler","TX","75701","MILLER, TIM","9035612603",57629369.00,35906368.00,15.50,11.91,7.70,62.31,35.77,6095.00,16.00
"68011","CORNER STONE","130 historic town square","lancaster","TX","75146","MCDONALD, STACEY","9722189266",20631180.00,14384701.00,8.18,29.35,31.44,69.72,26.33,5404.00,15.00
"24473","CORPS OF ENGINEERS","P O Box 17630","Fort Worth","TX","76102","JOHNSON, CAROL","8173328611",46605438.00,10812183.00,10.74,.01,-10.00,23.20,75.82,2096.00,8.00
"61306","CORPUS CHRISTI CITY EMPLOYEES","3131 HOLLY RD","CORPUS CHRISTI","TX","78415","BROOKS, DAVID","3618554494",48282881.00,24952178.00,7.67,3.39,-2.61,51.68,41.00,6604.00,20.00
"67963","CORPUS CHRISTI POSTAL EMPLOYEES","PO BOX 4545","CORPUS CHRISTI","TX","78469 - 4545","RASMUSSEN, MARK","3618885871",11867651.00,6381321.00,16.03,10.19,11.41,53.77,39.33,2145.00,5.00
"67485","CORPUS CHRISTI S.P.","P.O. BOX 556","CORPUS CHRISTI","TX","78403","SIMS, KAREN","3618888332",4311764.00,3511672.00,24.46,-.74,-10.12,81.44,15.38,994.00,4.00
"1750","COSDEN","400 EAST MARCY","BIG SPRING","TX","79720","ROMAN, DAVID","4322642600",27214887.00,10045810.00,17.10,20.31,-4.09,36.91,52.46,4298.00,11.00
